Пол,Сумма.баллов,ЕГЭ...матем.,ЕГЭ...рус.яз.,Аттестат.с.отличием.оценка,ГТО.оценка,Сочинение.оценка,Регион,Тип.насел..пункта,Дата.рождения,День.рождения,Месяц.рождения
МУЖСКОЙ,301,84,76,0,0,1,Калужская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,23.11.1985,23,11
ЖЕНСКИЙ,330,94,88,5,0,2,Тульская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,27.10.1998,27,10
ЖЕНСКИЙ,295,74,100,5,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,27.08.1999,27,8
МУЖСКОЙ,324,NA,NA,0,0,0,другие регионы Казахстана,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,27.09.1999,27,9
МУЖСКОЙ,295,82,81,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,14.02.2000,14,2
МУЖСКОЙ,288,80,73,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.01.2000,5,1
ЖЕНСКИЙ,326,92,83,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,12.10.1999,12,10
МУЖСКОЙ,330,86,88,5,0,2,Самарская обл,ГОРОД,06.01.2000,6,1
МУЖСКОЙ,340,88,93,0,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.09.1999,7,9
МУЖСКОЙ,291,74,86,0,0,2,Московская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,23.04.1997,23,4
МУЖСКОЙ,337,86,90,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,25.02.1997,25,2
МУЖСКОЙ,349,98,78,0,0,2,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.12.1998,28,12
МУЖСКОЙ,324,90,91,0,0,1,Владимирская обл,ГОРОД,22.05.2000,22,5
МУЖСКОЙ,299,74,91,0,0,1,Свердловская обл,ГОРОД,18.03.1999,18,3
ЖЕНСКИЙ,249,80,72,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,17.01.2000,17,1
МУЖСКОЙ,302,76,88,0,0,2,Ивановская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,19.07.2000,19,7
МУЖСКОЙ,297,82,93,5,0,2,Ростовская обл,ГОРОД,08.08.1998,8,8
ЖЕНСКИЙ,346,84,91,5,0,2,Брянская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,21.09.1999,21,9
МУЖСКОЙ,322,84,67,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,08.08.1999,8,8
ЖЕНСКИЙ,298,82,91,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.05.1998,15,5
МУЖСКОЙ,333,92,96,5,0,1,Саратовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,08.07.1999,8,7
МУЖСКОЙ,313,90,96,0,0,2,Московская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,15.11.1999,15,11
МУЖСКОЙ,260,56,91,5,0,2,Воронежская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,30.01.2000,30,1
МУЖСКОЙ,316,90,91,5,2,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,04.08.1999,4,8
МУЖСКОЙ,327,86,82,0,0,1,Татарстан Респ,ГОРОД,12.02.1998,12,2
МУЖСКОЙ,335,88,81,5,0,1,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,26.09.1999,26,9
МУЖСКОЙ,294,90,93,0,0,2,Калмыкия Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,20.09.1999,20,9
МУЖСКОЙ,303,74,90,0,0,0,Астраханская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,08.09.1995,8,9
ЖЕНСКИЙ,394,98,93,5,0,2,Башкортостан Респ,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,24.05.1999,24,5
МУЖСКОЙ,293,72,93,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,25.01.2000,25,1
МУЖСКОЙ,381,98,88,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,22.03.2000,22,3
ЖЕНСКИЙ,333,78,93,5,0,2,Краснодарский край,ГОРОД,23.03.1999,23,3
МУЖСКОЙ,350,86,88,5,0,2,Татарстан Респ,ГОРОД,16.04.1998,16,4
ЖЕНСКИЙ,389,84,98,5,0,2,Омская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,14.10.1999,14,10
МУЖСКОЙ,329,88,83,5,0,1,Омская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,01.12.1999,1,12
МУЖСКОЙ,338,80,88,5,0,1,Владимирская обл,ГОРОД,11.12.1999,11,12
МУЖСКОЙ,344,90,93,5,2,2,Тульская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,03.02.2000,3,2
МУЖСКОЙ,332,84,88,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.08.1999,15,8
ЖЕНСКИЙ,326,80,93,0,0,2,Курганская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,02.04.1999,2,4
ЖЕНСКИЙ,334,78,98,5,0,1,Брянская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,16.04.1999,16,4
МУЖСКОЙ,285,78,78,0,0,2,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,16.02.1999,16,2
МУЖСКОЙ,320,82,83,0,0,0,Санкт-Петербург г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.12.1998,18,12
ЖЕНСКИЙ,389,90,96,0,0,3,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.02.1999,28,2
МУЖСКОЙ,286,84,76,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,01.06.1999,1,6
МУЖСКОЙ,337,88,88,0,0,1,Алтайский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,09.05.1999,9,5
МУЖСКОЙ,370,84,91,0,0,1,Татарстан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,09.08.1999,9,8
МУЖСКОЙ,301,78,86,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,27.05.1999,27,5
МУЖСКОЙ,332,80,88,0,0,1,Нижегородская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,20.10.1997,20,10
МУЖСКОЙ,220,56,65,0,2,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.02.2000,18,2
ЖЕНСКИЙ,300,68,81,5,0,2,Ростовская обл,ГОРОД,24.04.1999,24,4
ЖЕНСКИЙ,393,98,91,0,2,2,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,12.04.1999,12,4
МУЖСКОЙ,350,82,86,5,0,1,Московская обл,ГОРОД,29.01.1999,29,1
МУЖСКОЙ,285,82,71,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.08.1999,15,8
МУЖСКОЙ,347,88,91,5,0,2,Омская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,12.10.1999,12,10
ЖЕНСКИЙ,295,86,98,5,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,21.09.2000,21,9
ЖЕНСКИЙ,331,80,93,0,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.06.1999,28,6
МУЖСКОЙ,285,78,91,5,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.10.1999,28,10
ЖЕНСКИЙ,322,68,88,5,0,1,Вологодская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,14.07.1999,14,7
МУЖСКОЙ,330,90,88,5,0,2,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,04.12.1998,4,12
ЖЕНСКИЙ,334,78,98,0,0,2,Татарстан Респ,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,07.06.1999,7,6
ЖЕНСКИЙ,308,78,91,0,0,1,Калмыкия Респ,ГОРОД,01.06.1999,1,6
МУЖСКОЙ,353,86,71,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,04.05.1999,4,5
МУЖСКОЙ,347,86,86,0,2,2,Ярославская обл,ГОРОД,07.02.2000,7,2
МУЖСКОЙ,328,84,86,0,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,17.10.1999,17,10
ЖЕНСКИЙ,286,76,93,5,0,1,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,24.07.2000,24,7
МУЖСКОЙ,302,78,76,5,0,2,Тверская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,25.01.1999,25,1
МУЖСКОЙ,331,84,88,0,0,2,Московская обл,ГОРОД,21.12.1998,21,12
МУЖСКОЙ,373,92,98,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,13.02.1999,13,2
МУЖСКОЙ,372,98,96,5,2,2,Московская обл,ГОРОД,13.05.1999,13,5
ЖЕНСКИЙ,376,99,98,5,0,2,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.07.1999,28,7
ЖЕНСКИЙ,340,88,100,5,0,2,Кемеровская обл,ГОРОД,08.09.1999,8,9
МУЖСКОЙ,349,86,91,0,0,1,Свердловская обл,ГОРОД,02.12.1999,2,12
ЖЕНСКИЙ,336,86,88,0,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,17.06.1999,17,6
ЖЕНСКИЙ,303,74,83,0,0,2,Московская обл,ГОРОД,29.03.2000,29,3
МУЖСКОЙ,348,88,100,0,0,2,Нижегородская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,24.08.1999,24,8
ЖЕНСКИЙ,336,100,93,5,0,1,Томская обл,ГОРОД,08.04.1999,8,4
МУЖСКОЙ,322,NA,81,0,0,2,АСТАНА,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,23.03.1988,23,3
МУЖСКОЙ,377,84,96,5,0,3,Башкортостан Респ,ГОРОД,22.04.1999,22,4
МУЖСКОЙ,304,90,73,0,0,1,Ростовская обл,ГОРОД,10.08.1999,10,8
ЖЕНСКИЙ,336,86,81,5,2,2,Башкортостан Респ,ГОРОД,15.09.1999,15,9
МУЖСКОЙ,324,88,81,0,0,1,Красноярский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,11.09.1999,11,9
МУЖСКОЙ,396,90,100,5,2,1,Башкортостан Респ,ГОРОД,17.09.1999,17,9
МУЖСКОЙ,350,100,78,5,0,2,Приморский край,ГОРОД,28.01.2000,28,1
МУЖСКОЙ,297,92,86,5,0,1,Краснодарский край,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,01.11.1999,1,11
ЖЕНСКИЙ,334,92,83,5,0,2,Башкортостан Респ,ГОРОД,04.12.1999,4,12
МУЖСКОЙ,310,80,98,5,0,2,Татарстан Респ,ГОРОД,26.01.1999,26,1
ЖЕНСКИЙ,372,99,91,5,0,1,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,16.02.1999,16,2
МУЖСКОЙ,340,80,91,5,0,1,Тульская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,07.07.1999,7,7
МУЖСКОЙ,384,100,83,5,0,2,Приморский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,22.06.1999,22,6
МУЖСКОЙ,340,76,98,5,0,2,Волгоградская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.11.1999,28,11
ЖЕНСКИЙ,347,86,86,5,0,3,Московская обл,ГОРОД,17.03.1998,17,3
МУЖСКОЙ,355,86,83,5,0,1,Курганская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,05.01.1999,5,1
МУЖСКОЙ,320,88,91,5,2,1,Иркутская обл,ГОРОД,09.04.2000,9,4
МУЖСКОЙ,298,90,69,0,0,2,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,25.01.1999,25,1
МУЖСКОЙ,320,78,83,5,0,2,Ростовская обл,ГОРОД,31.12.1999,31,12
МУЖСКОЙ,326,78,86,0,2,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,29.01.1999,29,1
МУЖСКОЙ,358,84,73,5,0,2,Самарская обл,ГОРОД,20.11.1998,20,11
МУЖСКОЙ,329,82,91,0,0,2,Московская обл,ГОРОД,27.05.1999,27,5
МУЖСКОЙ,338,92,86,5,2,1,Краснодарский край,ГОРОД,13.06.1999,13,6
МУЖСКОЙ,333,82,88,0,0,1,Свердловская обл,ГОРОД,22.02.1999,22,2
МУЖСКОЙ,331,86,81,0,0,2,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,29.07.1999,29,7
МУЖСКОЙ,315,78,83,5,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.06.2000,15,6
МУЖСКОЙ,348,96,81,0,0,2,Самарская обл,ГОРОД,17.12.1999,17,12
МУЖСКОЙ,367,82,98,0,0,2,Омская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,17.12.1998,17,12
МУЖСКОЙ,267,72,83,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.08.1999,28,8
МУЖСКОЙ,342,80,93,5,0,2,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,19.05.1999,19,5
ЖЕНСКИЙ,284,72,91,0,0,2,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,08.04.1999,8,4
МУЖСКОЙ,283,80,86,0,0,2,Свердловская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,29.06.2000,29,6
ЖЕНСКИЙ,307,82,96,0,0,1,Московская обл,ГОРОД,19.07.1993,19,7
МУЖСКОЙ,346,90,88,5,0,1,Краснодарский край,ГОРОД,29.12.1999,29,12
МУЖСКОЙ,278,74,72,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,06.10.1999,6,10
МУЖСКОЙ,284,86,73,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,08.12.2000,8,12
МУЖСКОЙ,325,78,84,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,26.10.1993,26,10
МУЖСКОЙ,370,92,86,5,0,2,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,21.07.1999,21,7
МУЖСКОЙ,341,80,96,0,0,1,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,15.05.1999,15,5
ЖЕНСКИЙ,327,86,86,0,0,2,Татарстан Респ,ГОРОД,05.05.1999,5,5
МУЖСКОЙ,331,90,70,5,0,0,Волгоградская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,11.03.1999,11,3
ЖЕНСКИЙ,330,92,93,5,0,3,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,14.05.1998,14,5
ЖЕНСКИЙ,294,98,88,0,0,1,Калмыкия Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.09.1999,28,9
ЖЕНСКИЙ,355,88,76,0,0,2,Коми Респ,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,02.09.2000,2,9
МУЖСКОЙ,306,84,78,5,0,2,Белгородская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,05.05.2000,5,5
МУЖСКОЙ,322,86,81,0,0,1,Башкортостан Респ,ГОРОД,27.02.2000,27,2
ЖЕНСКИЙ,313,80,93,0,0,2,Нижегородская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,29.07.1999,29,7
МУЖСКОЙ,314,88,96,0,0,1,Вологодская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,02.05.1999,2,5
МУЖСКОЙ,353,84,100,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,17.07.1999,17,7
ЖЕНСКИЙ,283,80,96,5,0,3,Мурманская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,06.01.1999,6,1
МУЖСКОЙ,381,90,98,5,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,11.11.1999,11,11
ЖЕНСКИЙ,387,96,93,5,2,2,Ярославская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,15.10.1999,15,10
ЖЕНСКИЙ,322,78,83,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,20.10.1998,20,10
МУЖСКОЙ,373,92,98,5,2,2,Кемеровская обл,ГОРОД,17.04.1999,17,4
ЖЕНСКИЙ,331,90,83,0,0,0,Санкт-Петербург г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,12.09.1999,12,9
МУЖСКОЙ,351,86,98,5,0,2,Ямало-Ненецкий АО,ГОРОД,02.07.2000,2,7
ЖЕНСКИЙ,330,86,93,5,0,2,Оренбургская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,23.07.1999,23,7
ЖЕНСКИЙ,322,78,93,5,0,1,Воронежская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,21.05.1999,21,5
МУЖСКОЙ,279,80,76,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,24.04.1999,24,4
МУЖСКОЙ,318,78,81,0,0,2,Башкортостан Респ,ГОРОД,06.04.1999,6,4
МУЖСКОЙ,342,82,83,5,0,3,Татарстан Респ,ГОРОД,12.10.1999,12,10
МУЖСКОЙ,303,92,72,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.02.2000,7,2
МУЖСКОЙ,296,92,78,0,0,1,Свердловская обл,ГОРОД,24.08.1999,24,8
ЖЕНСКИЙ,395,100,88,5,0,2,Забайкальский край,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,29.01.2000,29,1
МУЖСКОЙ,263,76,81,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,04.01.2000,4,1
МУЖСКОЙ,296,74,81,0,0,1,Московская обл,ГОРОД,28.04.1999,28,4
ЖЕНСКИЙ,318,82,96,0,0,2,Башкортостан Респ,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,27.01.2000,27,1
ЖЕНСКИЙ,274,70,86,5,0,1,Московская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,29.12.1999,29,12
МУЖСКОЙ,332,90,93,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.05.1999,7,5
МУЖСКОЙ,363,88,83,5,2,2,Воронежская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,10.01.1999,10,1
ЖЕНСКИЙ,280,82,96,0,0,1,Татарстан Респ,ГОРОД,04.05.1999,4,5
МУЖСКОЙ,262,78,81,0,0,1,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,15.01.2000,15,1
МУЖСКОЙ,369,94,93,5,0,1,Самарская обл,ГОРОД,28.06.1999,28,6
МУЖСКОЙ,339,82,72,5,0,1,Самарская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,12.05.1999,12,5
ЖЕНСКИЙ,305,82,86,5,0,3,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,29.12.1999,29,12
МУЖСКОЙ,382,96,86,5,0,1,Курская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,18.12.1998,18,12
ЖЕНСКИЙ,262,78,91,5,0,2,Нижегородская обл,ГОРОД,28.09.1999,28,9
ЖЕНСКИЙ,384,92,91,5,0,2,Саратовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,13.08.1999,13,8
МУЖСКОЙ,315,84,73,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.05.1999,18,5
МУЖСКОЙ,294,80,83,0,0,1,Челябинская обл,ГОРОД,24.05.2000,24,5
МУЖСКОЙ,354,90,70,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,24.01.2000,24,1
МУЖСКОЙ,313,82,88,5,2,2,Самарская обл,ГОРОД,14.06.1999,14,6
МУЖСКОЙ,374,96,78,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,11.10.1999,11,10
ЖЕНСКИЙ,352,94,93,5,0,2,Бурятия Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,30.11.1999,30,11
МУЖСКОЙ,196,52,63,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,01.10.1993,1,10
МУЖСКОЙ,327,82,86,5,0,2,Башкортостан Респ,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,19.09.1999,19,9
ЖЕНСКИЙ,287,68,86,5,0,2,Пензенская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,14.09.1998,14,9
МУЖСКОЙ,368,98,88,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,24.02.2000,24,2
ЖЕНСКИЙ,403,96,100,5,0,2,Башкортостан Респ,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,13.06.1999,13,6
ЖЕНСКИЙ,297,78,78,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,25.03.1999,25,3
МУЖСКОЙ,353,92,72,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,09.02.2000,9,2
ЖЕНСКИЙ,285,76,98,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.10.1999,15,10
МУЖСКОЙ,277,72,73,5,0,2,Ростовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,01.10.1999,1,10
МУЖСКОЙ,306,83,76,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,19.07.1996,19,7
МУЖСКОЙ,304,82,83,0,2,2,Башкортостан Респ,ГОРОД,07.08.1999,7,8
МУЖСКОЙ,305,98,71,0,2,1,Башкортостан Респ,ГОРОД,08.06.1999,8,6
ЖЕНСКИЙ,296,76,76,0,0,1,Московская обл,ГОРОД,05.03.1997,5,3
МУЖСКОЙ,313,76,91,5,0,3,Владимирская обл,ГОРОД,10.03.2000,10,3
МУЖСКОЙ,306,84,82,0,0,1,Челябинская обл,ГОРОД,24.03.1995,24,3
МУЖСКОЙ,302,84,91,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,09.10.1998,9,10
МУЖСКОЙ,356,92,88,5,0,2,Ростовская обл,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,14.12.1999,14,12
МУЖСКОЙ,283,82,81,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.04.1999,7,4
ЖЕНСКИЙ,294,82,88,5,2,1,Ростовская обл,ГОРОД,21.04.1998,21,4
ЖЕНСКИЙ,396,98,93,5,0,2,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.06.1999,28,6
МУЖСКОЙ,371,92,91,0,2,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.06.1999,28,6
МУЖСКОЙ,349,96,71,5,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,30.09.1996,30,9
МУЖСКОЙ,328,82,96,5,0,1,Оренбургская обл,ГОРОД,03.09.1999,3,9
МУЖСКОЙ,321,76,86,0,0,2,Марий Эл Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,24.10.1999,24,10
ЖЕНСКИЙ,359,88,88,0,2,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,14.03.1999,14,3
МУЖСКОЙ,337,88,72,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,26.12.1996,26,12
МУЖСКОЙ,377,80,96,5,0,2,Самарская обл,ГОРОД,05.01.1999,5,1
МУЖСКОЙ,319,76,91,5,0,2,Марий Эл Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,03.11.1999,3,11
МУЖСКОЙ,331,88,76,0,0,2,Татарстан Респ,ГОРОД,30.04.1999,30,4
МУЖСКОЙ,319,81,82,0,0,2,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,01.05.1995,1,5
МУЖСКОЙ,224,50,78,0,0,2,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,20.06.1999,20,6
МУЖСКОЙ,336,88,66,0,0,0,Пермский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,06.09.1999,6,9
ЖЕНСКИЙ,336,86,93,0,0,0,Пермский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,03.02.1998,3,2
МУЖСКОЙ,313,78,65,0,0,1,Ростовская обл,ГОРОД,24.12.1998,24,12
МУЖСКОЙ,396,100,98,0,0,2,Челябинская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,17.07.1999,17,7
ЖЕНСКИЙ,291,92,93,5,0,2,Хабаровский край,ГОРОД,27.07.1999,27,7
МУЖСКОЙ,397,100,93,5,0,1,Дагестан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,30.08.1999,30,8
ЖЕНСКИЙ,325,76,98,5,2,2,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,17.11.1999,17,11
МУЖСКОЙ,404,100,96,5,0,3,Челябинская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.02.2000,28,2
